Transaction ID,Date,Quarter,Business Unit,Revenue,Cost,Profit,Profit Margin (%),Employees,Active Customers,Customer Acquisition Cost,Average Contract Value
TXN1233,2022-11-22,Q4 2022,Consulting,87891.96,36872.29,37107.39,50.4,4,41,53.32,5595.13
TXN1232,2022-11-22,Q4 2022,Hardware Sales,85923.18,67815.07,30091.64,35.2,5,50,164.58,5306.28
TXN1231,2022-11-22,Q4 2022,Hardware Sales,83738.03,54529.76,33618.87,35.2,5,50,68.71,5306.28
TXN1230,2022-11-22,Q4 2022,Digital Services,284370.3,98872.66,190305.61,63.3,15,122,122.13,6477.17
TXN1229,2022-11-22,Q4 2022,Digital Services,302348.05,105151.04,193302.3,63.3,15,122,82.04,6477.17
TXN1228,2022-11-22,Q4 2022,Digital Services,284673.63,113228.73,168567.83,63.3,15,122,107.54,6477.17
TXN1246,2022-12-22,Q4 2022,Cloud Infrastructure,544881.08,171126.27,282056.95,61.5,30,287,53.07,4876.75
TXN1245,2022-12-22,Q4 2022,Cloud Infrastructure,422911.42,205052.1,331547.22,61.5,30,287,130.5,4876.75
TXN1244,2022-12-22,Q4 2022,Consulting,97454.96,51687.92,41841.45,49.0,4,33,66.86,7840.27
TXN1243,2022-12-22,Q4 2022,Consulting,97403.29,42687.34,48805.97,49.0,4,33,156.41,7840.27
TXN1247,2022-12-22,Q4 2022,Cloud Infrastructure,501546.56,209256.74,310630.07,61.5,30,287,62.04,4876.75
TXN1241,2022-12-22,Q4 2022,Hardware Sales,110199.55,58232.45,36461.79,36.9,5,58,72.02,4806.03
TXN1240,2022-12-22,Q4 2022,Hardware Sales,88654.97,56706.43,38015.1,36.9,5,58,169.18,4806.03
TXN1239,2022-12-22,Q4 2022,Digital Services,239758.59,87807.87,154555.71,66.7,16,183,153.74,4037.27
TXN1238,2022-12-22,Q4 2022,Digital Services,251841.57,93756.53,178046.44,66.7,16,183,51.02,4037.27
TXN1242,2022-12-22,Q4 2022,Hardware Sales,95803.26,57395.93,34408.52,36.9,5,58,170.5,4806.03
TXN1258,2023-01-21,Q1 2023,Cloud Infrastructure,496741.16,245449.8,385370.88,61.8,32,293,174.9,5548.89
TXN1256,2023-01-21,Q1 2023,Cloud Infrastructure,554880.28,235574.56,337411.85,61.8,32,293,195.89,5548.89
TXN1255,2023-01-21,Q1 2023,Consulting,95845.97,41269.92,43099.62,47.6,5,42,128.68,5745.85
TXN1254,2023-01-21,Q1 2023,Consulting,87348.68,38434.65,42361.23,47.6,5,42,180.27,5745.85
TXN1253,2023-01-21,Q1 2023,Consulting,75769.24,41171.87,35926.75,47.6,5,42,137.97,5745.85
TXN1257,2023-01-21,Q1 2023,Cloud Infrastructure,637027.83,191010.29,387273.85,61.8,32,293,151.07,5548.89
TXN1251,2023-01-21,Q1 2023,Hardware Sales,119197.48,79021.24,31820.8,34.0,5,52,59.61,5826.05
TXN1250,2023-01-21,Q1 2023,Hardware Sales,97893.68,64831.96,33088.34,34.0,5,52,81.24,5826.05
TXN1249,2023-01-21,Q1 2023,Digital Services,305944.08,129586.41,221527.2,64.4,16,138,165.15,6690.36
TXN1248,2023-01-21,Q1 2023,Digital Services,283414.17,113809.77,199100.18,64.4,16,138,84.65,6690.36
TXN1252,2023-01-21,Q1 2023,Hardware Sales,116850.43,71264.01,33074.25,34.0,5,52,119.27,5826.05
TXN1267,2023-02-20,Q1 2023,Cloud Infrastructure,716969.83,278388.27,417560.31,59.6,34,330,183.83,5764.77
TXN1266,2023-02-20,Q1 2023,Cloud Infrastructure,628916.35,268012.8,371376.68,59.6,34,330,118.37,5764.77
TXN1265,2023-02-20,Q1 2023,Consulting,114341.78,55709.93,48876.7,48.8,5,40,166.2,7493.43
TXN1264,2023-02-20,Q1 2023,Consulting,91080.29,60843.85,50061.5,48.8,5,40,188.81,7493.43
TXN1262,2023-02-20,Q1 2023,Hardware Sales,105944.03,73481.69,38592.32,35.8,6,57,70.02,5310.62
TXN1261,2023-02-20,Q1 2023,Hardware Sales,112240.97,64992.9,37639.7,35.8,6,57,72.1,5310.62
TXN1260,2023-02-20,Q1 2023,Digital Services,394689.23,142741.82,253195.74,63.5,17,150,62.78,6974.63
TXN1259,2023-02-20,Q1 2023,Digital Services,394011.38,117096.96,227403.64,63.5,17,150,66.21,6974.63
TXN1263,2023-02-20,Q1 2023,Consulting,106347.47,61110.13,56749.0,48.8,5,40,98.8,7493.43
TXN1273,2023-03-22,Q1 2023,Consulting,109052.71,48423.51,52706.16,50.1,5,42,149.58,7010.93
TXN1275,2023-03-22,Q1 2023,Cloud Infrastructure,651650.58,268459.33,471881.28,61.9,37,352,146.05,5911.82
TXN1274,2023-03-22,Q1 2023,Cloud Infrastructure,818997.14,271650.95,467870.44,61.9,37,352,54.68,5911.82
TXN1272,2023-03-22,Q1 2023,Consulting,89975.85,46361.82,46556.16,50.1,5,42,100.45,7010.93
TXN1268,2023-03-22,Q1 2023,Digital Services,330460.23,115044.41,223588.94,66.1,18,196,158.1,4769.9
TXN1270,2023-03-22,Q1 2023,Hardware Sales,124225.2,72636.05,34730.1,35.2,6,50,76.23,6578.84
TXN1269,2023-03-22,Q1 2023,Digital Services,323691.96,126515.6,196578.27,66.1,18,196,55.94,4769.9
TXN1271,2023-03-22,Q1 2023,Hardware Sales,129882.84,69208.44,44561.51,35.2,6,50,105.56,6578.84
TXN1285,2023-04-21,Q2 2023,Cloud Infrastructure,859446.0,274377.0,427379.79,61.5,39,380,107.99,5974.73
TXN1284,2023-04-21,Q2 2023,Cloud Infrastructure,744210.31,338058.93,459657.85,61.5,39,380,102.34,5974.73
TXN1283,2023-04-21,Q2 2023,Consulting,83313.79,46283.98,40403.7,49.4,5,56,181.85,4842.81
TXN1282,2023-04-21,Q2 2023,Consulting,91556.88,53819.48,46742.79,49.4,5,56,163.24,4842.81
TXN1281,2023-04-21,Q2 2023,Consulting,108182.19,41659.5,49507.85,49.4,5,56,74.69,4842.81
TXN1279,2023-04-21,Q2 2023,Hardware Sales,125703.46,92903.99,44895.35,32.6,6,63,176.78,5657.14
TXN1278,2023-04-21,Q2 2023,Hardware Sales,113663.15,80446.0,42035.6,32.6,6,63,131.36,5657.14
TXN1277,2023-04-21,Q2 2023,Digital Services,355405.51,127919.02,244794.06,66.3,19,223,58.17,4481.35
TXN1276,2023-04-21,Q2 2023,Digital Services,323098.88,113400.69,252589.11,66.3,19,223,187.14,4481.35
TXN1280,2023-04-21,Q2 2023,Hardware Sales,131955.32,81462.34,38013.16,32.6,6,63,193.35,5657.14
TXN1292,2023-05-21,Q2 2023,Cloud Infrastructure,726122.63,259919.1,509692.94,60.3,42,503,158.62,4204.75
TXN1294,2023-05-21,Q2 2023,Cloud Infrastructure,733536.77,262595.16,451273.89,60.3,42,503,144.79,4204.75
TXN1293,2023-05-21,Q2 2023,Cloud Infrastructure,766140.89,325567.58,423781.43,60.3,42,503,150.03,4204.75
TXN1291,2023-05-21,Q2 2023,Consulting,124672.12,47063.7,57743.97,51.1,5,47,93.83,6782.68
TXN1290,2023-05-21,Q2 2023,Consulting,97804.27,53383.79,63152.94,51.1,5,47,119.1,6782.68
TXN1289,2023-05-21,Q2 2023,Hardware Sales,126174.1,81517.82,45098.32,36.3,6,54,79.22,6335.21
TXN1288,2023-05-21,Q2 2023,Hardware Sales,127772.73,81000.49,39467.07,36.3,6,54,121.54,6335.21
TXN1287,2023-05-21,Q2 2023,Digital Services,313761.27,117060.88,233660.25,66.5,20,207,96.8,4833.15
TXN1286,2023-05-21,Q2 2023,Digital Services,334256.17,114965.14,260435.28,66.5,20,207,127.03,4833.15
TXN1303,2023-06-20,Q2 2023,Cloud Infrastructure,840604.4,356421.29,398917.55,58.9,45,388,153.72,5755.15
TXN1302,2023-06-20,Q2 2023,Cloud Infrastructure,854726.96,287366.97,473058.58,58.9,45,388,175.58,5755.15
TXN1301,2023-06-20,Q2 2023,Consulting,94332.09,43140.5,54052.74,52.2,5,53,70.47,5005.52
TXN1300,2023-06-20,Q2 2023,Consulting,83941.07,39884.49,49112.21,52.2,5,53,92.18,5005.52
TXN1299,2023-06-20,Q2 2023,Hardware Sales,120711.4,69710.32,38093.61,32.9,6,68,161.29,4535.84
TXN1298,2023-06-20,Q2 2023,Hardware Sales,115057.38,71647.4,31596.41,32.9,6,68,157.93,4535.84
TXN1297,2023-06-20,Q2 2023,Hardware Sales,100384.47,77237.68,31998.93,32.9,6,68,153.86,4535.84
TXN1296,2023-06-20,Q2 2023,Digital Services,374170.88,124236.61,235535.84,66.3,21,174,147.92,6176.47
TXN1295,2023-06-20,Q2 2023,Digital Services,346792.4,110184.11,230514.76,66.3,21,174,96.66,6176.47
TXN1312,2023-07-20,Q3 2023,Cloud Infrastructure,710283.11,348216.8,500223.07,60.2,48,540,146.0,4256.76
TXN1311,2023-07-20,Q3 2023,Cloud Infrastructure,704236.58,302829.97,497474.15,60.2,48,540,190.67,4256.76
TXN1310,2023-07-20,Q3 2023,Consulting,85512.8,42473.62,49139.88,52.4,6,48,116.02,5464.94
TXN1309,2023-07-20,Q3 2023,Consulting,89571.51,41662.12,49347.77,52.4,6,48,60.12,5464.94
TXN1313,2023-07-20,Q3 2023,Cloud Infrastructure,917691.42,303596.28,465217.94,60.2,48,540,130.38,4256.76
TXN1307,2023-07-20,Q3 2023,Hardware Sales,135343.08,83862.09,48533.32,37.6,6,71,147.74,4788.76
TXN1306,2023-07-20,Q3 2023,Digital Services,321419.14,109318.47,210362.2,64.8,22,244,130.39,4155.6
TXN1305,2023-07-20,Q3 2023,Digital Services,316996.37,124658.07,207810.75,64.8,22,244,179.27,4155.6
TXN1304,2023-07-20,Q3 2023,Digital Services,382166.98,110630.36,228390.03,64.8,22,244,182.11,4155.6
TXN1308,2023-07-20,Q3 2023,Hardware Sales,125042.57,66503.45,44301.67,37.6,6,71,114.37,4788.76
TXN1324,2023-08-19,Q3 2023,Cloud Infrastructure,969962.57,381963.06,504444.17,61.8,52,597,112.17,4379.74
TXN1323,2023-08-19,Q3 2023,Cloud Infrastructure,788883.59,386754.81,636830.87,61.8,52,597,97.01,4379.74
TXN1322,2023-08-19,Q3 2023,Cloud Infrastructure,951182.1,389755.53,562387.57,61.8,52,597,173.68,4379.74
TXN1321,2023-08-19,Q3 2023,Consulting,94581.18,44706.31,42472.53,48.4,6,68,149.5,4062.79
TXN1320,2023-08-19,Q3 2023,Consulting,84194.58,45283.25,45736.91,48.4,6,68,195.55,4062.79
TXN1318,2023-08-19,Q3 2023,Hardware Sales,120554.93,68419.42,40236.6,32.7,6,70,173.68,4502.28
TXN1317,2023-08-19,Q3 2023,Hardware Sales,115506.2,63726.96,33571.09,32.7,6,70,135.09,4502.28
TXN1316,2023-08-19,Q3 2023,Hardware Sales,111384.64,82016.88,33434.03,32.7,6,70,129.43,4502.28
TXN1315,2023-08-19,Q3 2023,Digital Services,444642.72,120977.3,233739.96,65.7,23,248,116.81,4497.14
TXN1314,2023-08-19,Q3 2023,Digital Services,346544.3,139900.85,268963.4,65.7,23,248,98.47,4497.14
TXN1319,2023-08-19,Q3 2023,Consulting,85403.47,56549.56,41186.13,48.4,6,68,170.88,4062.79
TXN1334,2023-09-18,Q3 2023,Cloud Infrastructure,877774.49,345553.72,501722.99,58.0,55,646,168.07,4124.3
TXN1333,2023-09-18,Q3 2023,Cloud Infrastructure,874145.71,438502.38,474576.68,58.0,55,646,84.33,4124.3
TXN1332,2023-09-18,Q3 2023,Consulting,113798.82,53684.66,49482.2,47.7,6,57,165.44,5398.73
TXN1330,2023-09-18,Q3 2023,Hardware Sales,121931.52,71498.41,35181.85,32.3,6,51,151.36,6548.48
TXN1331,2023-09-18,Q3 2023,Consulting,113080.96,56769.62,49894.79,47.7,6,57,155.79,5398.73
TXN1328,2023-09-18,Q3 2023,Hardware Sales,131172.14,74116.52,34216.04,32.3,6,51,118.27,6548.48
TXN1327,2023-09-18,Q3 2023,Digital Services,380340.95,121642.11,243796.6,64.1,25,240,83.09,4415.24
TXN1326,2023-09-18,Q3 2023,Digital Services,404363.92,121022.28,269908.58,64.1,25,240,108.15,4415.24
TXN1325,2023-09-18,Q3 2023,Digital Services,407558.51,135769.41,265814.71,64.1,25,240,103.94,4415.24
TXN1329,2023-09-18,Q3 2023,Hardware Sales,120623.46,71386.84,32652.04,32.3,6,51,64.21,6548.48
TXN1343,2023-10-18,Q4 2023,Cloud Infrastructure,945479.47,430695.28,544267.18,58.1,59,504,180.34,5208.25
TXN1341,2023-10-18,Q4 2023,Cloud Infrastructure,837525.21,335408.32,576976.27,58.1,59,504,172.62,5208.25
TXN1340,2023-10-18,Q4 2023,Consulting,119607.44,52836.41,51948.14,50.1,6,70,195.66,4582.15
TXN1339,2023-10-18,Q4 2023,Consulting,109987.06,54704.8,63185.61,50.1,6,70,146.21,4582.15
TXN1342,2023-10-18,Q4 2023,Cloud Infrastructure,830125.05,418971.33,507346.53,58.1,59,504,135.67,5208.25
TXN1337,2023-10-18,Q4 2023,Hardware Sales,95890.69,78233.92,36420.94,35.5,7,80,133.92,3793.69
TXN1336,2023-10-18,Q4 2023,Digital Services,357450.15,160158.59,261425.81,65.0,26,222,111.86,5152.04
TXN1335,2023-10-18,Q4 2023,Digital Services,428017.16,132980.43,235243.09,65.0,26,222,74.56,5152.04
TXN1338,2023-10-18,Q4 2023,Hardware Sales,119720.72,70504.72,41744.1,35.5,7,80,156.09,3793.69
TXN1353,2023-11-17,Q4 2023,Cloud Infrastructure,1019999.47,365097.45,605647.89,59.1,64,720,161.6,4129.1
TXN1344,2023-11-17,Q4 2023,Digital Services,491447.78,152313.85,313217.37,64.5,27,236,101.5,5463.95
TXN1345,2023-11-17,Q4 2023,Digital Services,433129.74,180897.07,262682.44,64.5,27,236,170.68,5463.95
TXN1346,2023-11-17,Q4 2023,Digital Services,505877.55,140706.78,317054.39,64.5,27,236,123.96,5463.95
TXN1347,2023-11-17,Q4 2023,Hardware Sales,99037.55,79245.59,35278.94,31.9,7,79,154.4,3951.13
TXN1348,2023-11-17,Q4 2023,Hardware Sales,102704.59,72306.96,38750.35,31.9,7,79,99.56,3951.13
TXN1349,2023-11-17,Q4 2023,Consulting,130480.09,63107.91,56595.74,47.7,6,48,161.35,7221.5
TXN1350,2023-11-17,Q4 2023,Consulting,118497.24,58774.5,50571.14,47.7,6,48,133.39,7221.5
TXN1351,2023-11-17,Q4 2023,Consulting,111890.69,62744.37,49955.25,47.7,6,48,73.88,7221.5
TXN1352,2023-11-17,Q4 2023,Cloud Infrastructure,1152125.61,399965.99,535533.74,59.1,64,720,51.89,4129.1
TXN1354,2023-11-17,Q4 2023,Cloud Infrastructure,1090578.3,453488.2,631856.65,59.1,64,720,193.1,4129.1
